"REGION","employee_type","Industry_type","monthlyORhourly","skill_type","gender","Age","yrs_of_Exp","tax_grade","no_of_child","job","rank","education","employment_type","salary_type","weekly_work_hour","yearly_income","paid_holiday_days","number_of_employee","male_percent","female_percent"
1,2,8,NA,8,2,43,1,1,0,14,9,2,2,NA,24,1,0,4,73.4,26.6
2,2,5,NA,6,1,47,11,4,1,8,4,5,1,NA,38,65109,30,56,87.5,12.5
1,1,2,2,1,1,40,11,3,2,3,2,2,1,1,38,34417,30,4,97.2,2.8
1,1,9,1,3,2,60,5,NA,0,19,8,1,1,NA,0,3238,30,3,1.9,98.1
1,2,9,NA,5,1,35,1,NA,0,9,4,4,1,NA,40,1,28,6,75,25
1,1,9,1,2,2,34,4,NA,0,10,1,1,1,NA,40,31088,26,6,79.5,20.5
1,1,9,2,3,1,48,3,NA,0,10,1,1,1,NA,35,13494,24,4,48.5,51.5
1,2,5,NA,6,1,58,33,3,0,9,9,2,3,NA,18.75,37920,30,4,19.7,80.3
1,1,4,2,3,1,40,3,3,0,5,2,7,1,1,39,19678,30,2,96.6,3.4
1,1,4,1,NA,1,19,1,1,0,3,0,1,4,1,40,1,12,2,76,24
1,1,2,1,3,1,60,3,6,0,1,8,2,1,1,0,3543,30,1,55.6,44.4
1,1,2,2,1,1,40,25,3,3,3,2,2,1,1,37,26597,30,3,51.5,48.5
2,1,5,2,NA,1,17,1,1,0,3,0,1,4,1,40,1,11,1,70,30
2,1,6,1,2,2,41,2,NA,0,4,2,2,1,NA,40,14599,27,2,32.3,67.7
1,2,2,NA,4,1,42,4,3,0,10,4,5,1,NA,40,84000,30,1,55.6,44.4
1,1,9,1,1,1,28,2,NA,0,2,2,1,1,NA,40,28321,30,2,82.9,17.1
1,2,5,NA,7,2,39,4,1,0,9,4,2,1,NA,38,24984,30,2,28,72
2,2,4,NA,5,1,36,1,1,0,5,3,2,1,NA,40,1,19,1,80,20
1,1,4,2,2,1,45,9,3,2,5,1,1,1,1,40,26167,30,1,91.6,8.4
1,1,9,2,3,2,53,9,NA,0,19,1,1,1,NA,39,25094,30,5,21.8,78.2
2,2,8,NA,8,2,32,8,4,0.5,14,4,2,1,NA,35,1,30,1,25,75
1,1,4,2,1,1,59,2,3,0,3,2,2,1,1,37,23314,28,2,91.2,8.8
2,2,2,NA,4,1,44,11,3,2.5,2,4,4,1,NA,40,53430,27,3,42.4,57.6
1,2,7,NA,6,2,31,12,NA,0,14,4,2,1,NA,38.5,31558,29,1,16.7,83.3
1,1,2,2,1,1,35,8,3,2,2,2,2,1,1,39,37715,30,1,84.7,15.3
1,1,2,2,3,1,18,1,1,0,1,8,1,1,1,12,1,30,2,47.4,52.6
1,1,2,1,2,2,54,6,3,0,6,1,6,1,1,40,21933,25,2,48.7,51.3
1,1,4,2,1,1,39,11,3,2,4,2,7,1,1,39,25868,30,2,93.4,6.6
2,1,2,2,1,1,43,6,3,1,3,2,2,1,1,40,15000,25,2,95.8,4.2
1,2,8,NA,NA,2,20,2,1,0,10,0,3,4,NA,39,9702,30,6,43.5,56.5
1,2,5,NA,5,1,44,10,3,1,3,4,2,1,NA,37.5,21815,30,1,29.4,70.6
1,2,9,NA,6,2,41,9,NA,0,13,4,2,1,NA,38.5,39123,31,4,75.8,24.2
2,1,3,1,1,1,41,12,3,4,3,2,2,1,1,40,32841,30,56,76.8,23.2
2,1,2,2,0,1,45,31,3,0,2,2,2,1,2,38,29401,30,56,92.4,7.6
1,1,7,1,1,1,38,7,NA,0,11,1,2,1,NA,38.5,24302,29,6,94.7,5.3
1,1,1,2,2,1,54,5,4,0,3,9,7,1,1,30,19364,24,3,29.2,70.8
1,1,1,2,2,1,26,2,3,1,4,2,2,1,5,37,25909,30,4,31,69
1,2,2,NA,7,1,42,9,3,2,3,4,2,1,NA,35,47349,30,2,89.4,10.6
1,2,5,NA,7,1,53,12,1,0,9,4,2,1,NA,38.5,33257,30,6,46,54
1,1,1,1,1,2,23,6,1,0,4,2,2,1,1,37.5,22875,24,1,13.3,86.7
1,2,9,NA,6,1,44,19,NA,0,7,4,5,1,NA,38.5,84000,32,2,79.2,20.8
2,1,5,2,1,1,45,6,4,0,10,2,2,1,1,45,15339,24,2,85.7,14.3
1,1,1,1,NA,1,17,2,1,0,4,0,1,4,1,40,5156,24,3,22.8,77.2
1,1,2,2,1,1,32,2,3,1,3,2,2,1,1,39,29644,30,3,94.8,5.2
1,2,2,NA,6,2,21,3,1,0,9,4,3,1,NA,40,1,30,1,7.1,92.9
1,1,1,1,1,1,30,2,2,0.5,4,2,2,1,1,40,20618,24,3,40.3,59.7
1,1,4,1,NA,1,20,3,1,0,3,0,1,4,1,37.25,6334,30,3,94.5,5.5
2,2,9,NA,7,2,38,5,NA,0,9,4,2,1,NA,39,25472,30,1,0,100
1,2,2,NA,5,2,49,3,1,0,9,4,2,1,NA,40,72131,29,1,30.8,69.2
1,1,2,1,NA,2,19,4,1,0,3,0,1,4,1,35,9541,30,6,86.5,13.5
1,1,2,2,3,1,27,1,3,1,2,1,1,2,1,40,16291,18,1,90.9,9.1
1,1,1,1,2,2,56,32,1,0,4,2,2,1,1,37,18779,30,3,46.7,53.3
1,1,9,2,3,1,60,3,NA,0,19,8,1,1,NA,6.25,3038,30,6,9,91
1,1,2,1,2,1,24,1,1,0,2,1,1,1,1,40,1,30,2,88.9,11.1
2,1,2,2,1,1,41,1,1,0.5,3,2,2,1,1,40,22789,25,2,88.3,11.7
1,1,9,2,3,1,46,1,NA,0,20,1,4,1,NA,36,1,20,2,81.8,18.2
1,1,2,1,2,1,27,2,3,1,2,1,1,1,1,37.5,25711,33,6,83.5,16.5
2,1,2,1,2,2,58,36,3,0,2,2,2,1,1,37,19859,30,4,46.1,53.9
1,1,2,2,1,1,24,6,3,1,3,2,2,1,1,38,26830,27,2,79.3,20.7
2,1,7,1,2,1,38,7,NA,0,11,2,2,1,NA,38.5,27337,29,56,58,42
1,1,2,1,2,1,39,11,3,2,2,1,2,1,3,35,26045,30,6,97.7,2.3
1,1,9,1,NA,1,21,2,NA,0,3,0,3,4,NA,37,5908,32,5,44.8,55.2
2,1,4,2,NA,1,17,2,1,0,5,0,1,4,1,40,5372,30,3,88.5,11.5
1,1,1,2,NA,2,20,1,1,0,4,0,1,4,1,37.5,1,26,1,75,25
1,2,2,NA,8,1,47,2,3,0.5,3,4,2,1,NA,37.5,28465,30,1,57.9,42.1
1,1,1,2,3,1,46,1,3,2,2,2,2,1,1,39,21708,25,2,75.7,24.3
1,1,7,1,2,1,59,38,NA,0,3,1,2,1,NA,37.5,25121,28,3,76.5,23.5
1,1,9,1,2,1,31,2,NA,0,3,9,7,2,NA,22.25,1,29,3,37.1,62.9
2,1,4,2,1,1,41,12,3,1,5,2,2,1,2,40,24266,25,1,91.7,8.3
1,1,5,2,3,2,17,1,1,0,6,8,1,1,1,7,1,15,5,52,48
1,1,4,1,NA,1,21,2,1,0,5,0,7,4,1,39,5471,30,1,92.9,7.1
1,2,5,NA,6,2,43,2,4,0,9,4,2,1,NA,40,31279,30,1,71.5,28.5
2,1,2,1,1,1,22,2,1,0,3,2,2,1,1,40,13294,20,1,41.7,58.3
1,2,7,NA,NA,2,23,1,NA,0,10,0,3,4,NA,40,1,8,3,22.2,77.8
1,1,2,1,3,1,37,1,3,3,2,1,1,2,1,35,1,20,6,82.8,17.2
1,1,9,1,2,1,39,6,NA,0,2,1,7,1,NA,37,25868,33,4,25.9,74.1
1,1,2,1,3,2,52,18,4,2,2,1,1,1,1,35,25252,35,4,40.2,59.8
2,1,6,2,2,2,51,9,NA,0,4,1,1,1,NA,38.5,12313,30,56,50,50
1,1,2,1,0,1,60,30,3,0,11,1,7,1,1,40,34977,30,3,92.6,7.4
1,1,2,1,3,1,34,1,3,2,3,2,2,1,1,38,1,7,2,11.5,88.5
1,2,5,NA,7,1,49,11,3,1.5,2,4,4,1,NA,37.5,59074,30,3,92.7,7.3
2,1,2,2,2,1,46,7,4,1,2,1,1,1,2,39,27076,30,3,83.4,16.6
1,1,2,1,0,1,46,13,3,1,2,2,1,1,1,35,47530,30,5,89,11
2,1,2,1,NA,1,19,4,1,0,3,0,7,4,1,40,3799,22,2,83.3,16.7
1,1,4,1,NA,1,17,1,1,0,3,0,1,4,1,37,1,12,1,91.6,8.4
1,1,9,1,1,2,33,12,NA,0,1,9,2,1,NA,19.25,18324,29,5,46.2,53.8
1,1,1,1,0,1,34,12,1,0,4,1,2,1,1,38,36163,30,6,40.5,59.5
2,2,5,NA,6,2,31,1,1,0,9,4,7,1,NA,40,1,23,2,39,61
1,1,2,1,1,1,59,32,3,0,2,1,1,3,1,37.5,24221,34,6,86.1,13.9
2,1,3,1,1,1,26,8,2,0.5,3,2,2,1,1,38,26258,30,3,64.5,35.5
1,2,9,NA,9,2,39,2,NA,0,10,4,2,1,NA,37,18884,30,2,18.6,81.4
1,1,2,2,1,1,38,1,3,2,2,2,2,1,1,38.5,1,18,2,75,25
2,1,4,2,1,1,51,22,1,0,3,2,2,1,1,40,22498,30,3,91.5,8.5
1,1,1,1,3,1,60,9,6,0,4,8,7,1,1,10,3865,13,2,23.8,76.2
1,1,9,2,3,1,50,5,NA,0,3,1,2,1,NA,39,1,27,4,74.4,25.6
2,1,1,1,3,2,53,10,3,0,20,1,1,1,1,40,20598,30,56,30.3,69.7
1,2,7,NA,4,1,48,10,NA,0,9,4,2,1,NA,40,78587,30,1,71.4,28.6
1,1,2,1,1,1,22,5,1,0,3,2,1,1,1,35,27673,30,4,77.6,22.4
1,2,5,NA,6,1,56,38,4,0,3,3,2,1,NA,40,33209,28,4,95.7,4.3
1,2,9,NA,5,1,36,1,NA,0,13,4,2,1,NA,39.5,1,23,3,15.6,84.4
1,1,2,1,1,1,31,9,4,2,3,2,2,1,1,40,28235,30,2,68.7,31.3
1,1,2,2,2,1,56,22,3,0,10,1,1,1,1,35,38585,30,4,88.4,11.6
1,1,7,1,1,1,52,29,NA,0,3,2,2,1,NA,38,32356,30,6,46.4,53.6
1,1,2,2,2,1,32,1,3,3,2,2,2,1,1,40,1,30,2,82.1,17.9
2,1,1,1,1,1,19,3,1,0,4,2,2,1,1,37.5,9878,25,1,30,70
1,1,2,1,3,2,40,21,3,1,2,9,1,1,1,23.5,18004,30,4,82.1,17.9
2,1,4,1,1,1,50,12,4,1,5,2,2,1,1,39,21867,30,3,100,0
1,1,2,2,2,1,50,11,3,0,2,1,1,1,2,40,29981,30,5,73.8,26.2
1,2,7,NA,4,1,46,3,NA,0,12,4,4,2,NA,40,66631,30,3,79.2,20.8
1,2,8,NA,7,1,58,41,3,0,4,9,2,1,NA,22,16836,30,2,37,63
1,2,8,NA,7,2,22,3,1,0,10,0,3,4,NA,38.5,10580,26,6,40.3,59.7
1,1,2,2,NA,1,19,3,1,0,2,0,1,4,1,40,7749,30,4,74.6,25.4
1,2,7,NA,NA,1,18,1,NA,0,10,0,1,4,NA,40,1,18,1,78.5,21.5
1,1,1,2,3,2,31,1,2,0.5,20,9,1,1,1,20,11041,28,1,69.3,30.7
1,1,1,1,2,1,36,19,3,2,6,1,1,1,1,38,26845,30,5,65.7,34.3
2,1,7,2,1,1,40,11,NA,0,3,2,2,1,NA,40,21394,25,1,88.2,11.8
1,1,4,2,1,1,51,28,3,0,4,2,2,1,1,39,27650,30,4,87.6,12.4
1,1,2,2,2,1,39,20,3,2,2,2,2,1,1,37,40792,30,5,85.5,14.5
1,1,2,1,0,1,52,24,3,2,2,2,2,1,1,38,36290,30,6,73.8,26.2
1,1,1,1,1,2,55,12,1,0,2,2,2,1,1,40,35687,30,6,67.7,32.3
1,2,2,NA,5,1,53,36,3,1,2,3,2,1,NA,35,40787,31,6,81.8,18.2
2,1,2,2,3,2,51,3,4,0,3,1,2,1,5,38,26019,30,56,49.7,50.3
2,1,5,1,2,1,42,2,1,0,5,2,2,1,1,42.5,16374,25,1,54.6,45.4
1,1,2,2,1,1,34,2,4,0.5,3,2,2,1,1,35,25358,30,4,67.2,32.8
2,2,8,NA,NA,2,20,2,1,0,10,0,3,4,NA,40,8774,27,56,20.4,79.6
1,1,7,2,0,1,42,18,NA,0,3,2,2,1,NA,39,28172,30,6,53.9,46.1
1,1,2,1,1,1,60,26,3,0,2,8,2,3,1,17.5,23529,30,6,77.3,22.7
1,2,7,NA,5,1,36,4,NA,0,14,4,4,1,NA,38.5,62714,30,2,17.1,82.9
1,2,1,NA,7,1,53,26,3,1,3,3,2,1,NA,38,30383,30,2,83.7,16.3
1,1,2,2,1,1,43,23,3,2,3,2,2,1,1,40,39623,30,4,91.4,8.6
1,1,5,1,3,1,45,5,3,1,3,2,2,1,1,35,38135,30,4,86.1,13.9
1,1,2,2,3,1,42,14,3,0.5,2,1,2,1,1,35,43188,30,5,49.4,50.6
2,2,5,NA,9,1,60,2,4,0,1,8,7,1,NA,9.22,1,NA,2,47.1,52.9
1,1,2,1,1,1,40,14,3,2,2,1,1,1,1,35,26899,30,4,90.3,9.7
1,1,9,2,2,1,51,10,NA,0,3,2,2,1,NA,38,30267,28,5,77.8,22.2
2,1,2,1,1,1,29,5,3,0,3,2,2,1,1,40,1,28,2,76,24
1,2,9,NA,9,1,22,1,NA,0,14,9,2,1,NA,20,1,2,1,44.4,55.6
2,2,8,NA,6,2,42,11,3,0,10,9,6,1,NA,27,27706,30,56,31.1,68.9
1,1,4,2,0,1,24,1,1,0,2,2,2,1,1,35,1,18,5,65.9,34.1
2,2,2,NA,5,1,40,9,3,2,6,4,2,1,NA,40,34102,29,4,87.2,12.8
1,1,2,2,NA,1,21,2,1,0,2,0,1,4,1,40,6702,30,3,88,12
1,2,7,NA,5,1,38,8,NA,0,9,4,2,1,NA,38.5,55423,30,6,75,25
1,2,8,NA,8,2,40,25,2,1,10,8,2,1,NA,16,13425,30,4,34.9,65.1
1,1,5,1,NA,1,19,3,1,0,3,0,1,4,1,37.5,6752,28,4,70,30
1,1,2,1,1,1,36,10,3,2,3,2,2,1,1,40,33820,30,6,82.8,17.2
1,1,2,2,2,1,52,14,3,1,2,2,1,1,1,37.5,34162,30,3,86,14
1,1,4,2,0,1,32,6,3,2,3,2,2,1,1,40,30684,NA,1,75,25
1,1,1,1,1,2,35,18,3,0,4,1,1,1,1,39,17565,30,3,10,90
1,1,1,2,2,2,55,8,3,0,4,9,1,1,1,22.5,13001,30,1,28.5,71.5
2,1,2,2,1,1,37,11,3,2,2,2,2,1,5,40,25305,26,1,80,20
1,1,4,2,NA,1,21,3,1,0,5,0,1,4,1,39,1,24,2,85.7,14.3
1,1,2,2,3,1,38,12,3,1,2,1,7,1,1,39,20624,30,2,64.3,35.7
2,1,6,1,1,2,34,6,NA,0,4,2,7,1,NA,40,16603,25,4,35.3,64.7
1,1,1,2,3,2,40,3,3,1,4,1,1,1,1,40,18280,25,3,22.8,77.2
1,1,7,1,3,1,60,23,NA,0,2,2,2,1,NA,39,29990,30,4,85.5,14.5
2,1,3,1,1,1,37,18,3,2,3,2,2,1,1,40,28439,29,4,77.7,22.3
1,2,2,NA,4,1,43,16,3,1,7,4,5,1,NA,37.5,63249,40,4,70.6,29.4
1,1,1,1,1,1,48,26,1,0,3,2,2,1,1,39,37127,30,6,47.5,52.5
1,2,9,NA,6,1,31,5,NA,0,14,4,2,1,NA,39,29502,30,6,14.8,85.2
1,1,2,1,0,1,48,27,3,2,3,2,2,1,1,35,38349,30,6,79.6,20.4
1,1,1,2,NA,2,17,3,1,0,4,0,1,4,1,40,5679,30,2,12.5,87.5
1,1,9,1,0,2,44,6,NA,0,4,9,1,1,NA,30,25078,30,4,44.1,55.9
1,1,2,1,1,1,50,32,3,0,2,1,2,1,1,38,27931,30,6,88.6,11.4
1,1,2,2,2,1,24,6,3,1,20,1,7,1,1,46.25,23222,27,1,75.1,24.9
2,1,7,1,2,2,37,21,NA,0,11,9,2,1,NA,20,14637,29,3,6.8,93.2
1,1,2,2,2,1,58,37,4,0,2,2,2,1,2,39,25253,30,4,67,33
2,1,4,2,0,1,47,3,3,0,3,2,7,1,5,40,22291,26,2,82.6,17.4
1,1,5,1,3,2,50,19,3,0,4,9,2,1,1,30,1,30,5,39.7,60.3
1,2,5,NA,4,1,34,6,1,0,6,4,5,1,NA,40,55833,30,3,85.1,14.9
1,1,5,1,2,1,33,16,1,0,6,2,2,1,1,37.5,22355,30,6,75.2,24.8
1,1,7,1,1,1,46,14,NA,0,11,2,2,1,NA,45,38773,30,2,75,25
2,2,8,NA,NA,1,20,3,1,0,10,0,3,4,NA,39,9863,30,4,25.8,74.2
1,1,3,1,NA,1,18,2,1,0,3,0,1,4,1,35,8368,26,6,84.1,15.9
1,1,2,1,3,2,37,10,3,2,6,1,2,1,1,40,17482,27,3,35,65
1,2,2,NA,5,1,32,13,1,0,7,4,5,1,NA,37.5,70489,30,4,85.4,14.6
1,1,2,2,2,1,39,1,3,2,3,1,7,2,1,38,1,7,1,52.6,47.4
1,2,2,NA,6,1,42,12,3,2,10,4,2,1,NA,37.5,47454,30,2,64,36
2,2,9,NA,7,1,35,2,NA,0,7,4,6,1,NA,40,30678,26,1,50,50
1,2,7,NA,6,1,38,8,NA,0,10,4,2,1,NA,38.5,19541,30,2,84.4,15.6
1,1,3,1,1,1,35,13,3,1,3,2,2,1,1,38,39115,30,3,72.7,27.3
1,1,7,1,1,1,44,31,NA,0,3,2,2,1,NA,38.5,44944,30,6,52.5,47.5
1,1,5,1,1,1,53,12,1,1,5,2,2,1,1,37.5,32074,30,6,32.7,67.3
2,1,2,1,2,1,38,4,1,0.5,3,2,2,1,1,36,20762,30,56,50.7,49.3
1,1,5,2,3,1,35,7,3,4,2,2,2,1,2,37.5,29135,30,1,87.6,12.4
1,1,2,1,2,1,27,10,1,0,2,1,2,1,1,35,26800,30,4,87.3,12.7
2,1,7,1,0,1,60,9,NA,0,3,2,7,1,NA,38.5,33795,32,56,82.6,17.4
1,1,2,2,3,1,36,2,3,2,2,1,7,1,1,40,21496,30,3,94,6
1,1,4,1,NA,1,18,2,1,0,5,0,1,4,1,39,8112,30,2,91,9
1,2,5,NA,9,1,23,4,1,0,9,4,2,1,NA,38.5,1,30,2,75,25
1,2,5,NA,7,1,32,14,1,0,3,4,2,1,NA,38.5,35409,30,4,72,28
1,2,8,NA,6,1,30,1,3,1,7,4,6,1,NA,38,36568,30,6,47,53
1,1,5,1,0,1,33,3,NA,0,4,2,2,1,NA,40,24999,30,1,25,75
1,1,2,2,2,1,52,11,3,0,3,2,2,1,1,37,29598,30,2,87.7,12.3
1,1,2,2,1,1,44,22,3,0,2,2,2,1,1,35,42886,35,3,77.1,22.9
2,2,8,NA,6,2,23,1,1,0,10,4,2,1,NA,40,1,28,56,54.2,45.8
1,1,2,1,1,2,23,5,1,0,3,2,2,1,1,40,13492,20,1,44.4,55.6
1,2,5,NA,9,2,56,17,3,0,9,9,7,1,NA,25,15811,30,4,7.8,92.2
1,1,3,1,1,1,55,22,3,1,3,2,2,1,1,38.5,30728,30,1,81.3,18.7
1,1,7,1,2,1,52,4,NA,0,3,1,2,1,NA,43,25729,30,1,92.3,7.7
1,1,2,2,2,1,31,5,3,2,2,2,2,1,1,36,26650,30,2,87.5,12.5
1,2,9,NA,5,2,59,10,NA,0,12,4,2,1,NA,40,1,36,5,76,24
1,1,2,1,1,2,56,38,3,0,3,2,2,1,1,39,19372,30,1,70,30
1,1,3,1,1,2,40,5,1,0.5,5,1,2,1,1,38.5,25288,30,6,71.4,28.6
1,1,5,1,3,1,27,5,1,0,20,9,7,1,1,19,5773,30,6,64.1,35.9
2,1,2,1,1,1,42,15,3,1,2,2,2,1,1,38,33676,30,56,82.3,17.7
1,2,5,NA,8,1,46,1,3,1,7,4,2,2,NA,40,1,24,1,57.1,42.9
1,1,9,1,3,1,60,2,NA,0,6,8,7,1,NA,14.5,3847,21,1,18.8,81.3
2,1,2,2,2,1,35,1,3,2,5,2,2,1,1,39,1,30,1,73.3,26.7
1,1,6,1,2,1,36,1,NA,0,4,2,2,1,NA,40,15550,18,1,46.7,53.3
1,1,6,1,3,1,19,2,NA,0,4,2,2,1,NA,39,21002,30,4,45.2,54.8
1,1,7,1,0,1,56,25,NA,0,5,1,1,1,NA,38.5,29593,30,1,100,0
1,2,9,NA,6,2,33,1,NA,0,8,4,7,2,NA,40,1,30,5,19.3,80.7
1,1,2,2,3,1,37,18,3,2,3,2,1,1,1,38,31306,30,4,84,16
1,1,4,1,0,1,60,4,4,0,3,9,2,3,1,18.5,21098,30,4,80,20
1,1,5,1,3,1,39,10,3,1,6,1,1,1,1,36.5,26437,30,5,74.4,25.6
1,1,2,1,3,2,44,24,4,0,3,1,1,1,1,35,25019,30,6,70.7,29.3
1,1,5,1,NA,1,37,1,1,0,3,0,1,4,1,36,1,13,2,84.2,15.8
2,2,9,NA,5,1,58,36,NA,0,7,4,6,1,NA,40,72729,30,1,76.5,23.5
1,1,2,1,NA,1,20,1,1,0,2,0,1,4,1,35,1,13,4,99.2,0.8
1,2,8,NA,7,2,49,7,3,0,10,9,2,1,NA,25,38347,30,4,51.7,48.3
2,1,2,1,1,1,27,4,3,1,5,2,2,1,1,42,19325,26,1,66.7,33.3
1,1,2,2,1,1,21,1,1,0,3,2,7,1,1,38.5,22037,30,1,94.2,5.8
1,1,2,2,1,1,26,2,3,0,2,1,2,1,1,40,32556,30,2,80.9,19.1
1,2,8,NA,7,2,36,18,3,2,10,9,2,1,NA,19,19483,15,6,45.1,54.9
1,1,5,1,NA,1,21,2,1,0,3,0,1,4,1,40,1,30,1,100,0
2,1,5,2,1,1,49,8,4,0,3,2,7,1,1,40,11316,24,1,70,30
2,2,5,NA,7,1,35,3,1,0,2,4,2,1,NA,42.5,20178,28,1,89.5,10.5
1,1,2,2,2,1,50,4,3,1,3,1,1,1,1,40,19143,24,2,92.3,7.7
2,2,7,NA,NA,1,23,3,NA,0,10,0,3,4,NA,40,4623,26,2,82.2,17.8
2,1,7,2,1,1,23,1,NA,0,3,2,2,1,NA,40,1,23,2,85.7,14.3
1,1,2,2,2,1,30,3,3,1,3,2,2,1,1,40,30319,30,1,88.2,11.8
2,2,9,NA,5,2,39,11,NA,0,12,4,6,1,NA,39,56520,30,56,41,59
2,1,2,2,1,1,50,36,3,3,2,2,2,1,1,39,25212,30,56,84.5,15.5
1,2,5,NA,8,2,37,14,2,1,9,9,2,1,NA,24,16650,30,4,9.5,90.5
2,1,2,2,1,1,30,1,1,0,2,2,2,2,1,40,1,27,4,86.9,13.1
1,1,9,2,3,1,51,2,NA,0,15,9,7,1,NA,27.5,29647,30,5,7.8,92.2
1,1,2,2,3,1,23,1,1,0,2,9,3,2,1,25,1,13,4,80.2,19.8
1,1,1,2,2,1,60,38,3,0,4,2,2,1,1,37,25143,30,4,32.7,67.3
2,1,9,1,1,1,38,4,NA,0,4,2,2,1,NA,40,22850,30,2,42.6,57.4
2,2,5,NA,5,2,24,5,2,1,9,4,2,1,NA,37.5,30520,31,56,13.6,86.4
1,1,6,2,1,1,59,4,NA,0,19,2,6,1,NA,40,32288,20,1,55.6,44.4
1,1,2,2,1,1,51,30,4,0,3,2,2,1,1,40,31211,30,2,95.2,4.8
1,1,5,2,1,1,29,10,3,2,5,2,2,1,1,39,31762,30,2,28.6,71.4
1,1,2,2,3,1,29,1,3,2,2,1,2,2,1,35,1,25,6,62.3,37.7
1,1,2,2,1,1,42,2,3,0,5,2,2,1,1,38,28698,30,4,89.9,10.1
1,1,2,2,1,1,20,4,1,0,5,2,2,1,1,35,15863,30,4,81.6,18.4
1,1,2,2,3,1,54,34,3,1,2,1,1,1,1,41.25,18969,35,1,83.3,16.7
1,1,4,2,1,1,41,28,3,2,5,2,2,1,3,40,42253,30,2,75,25
1,1,4,2,0,1,43,1,1,0,2,1,7,1,1,40,30216,12,1,76.9,23.1
2,1,7,2,2,1,51,8,NA,0,11,2,2,1,NA,40,17257,26,2,94.7,5.3
1,1,6,1,2,1,52,20,NA,0,3,1,2,1,NA,39,1,31,4,58.7,41.3
1,1,3,2,3,1,34,1,4,1,3,2,2,1,1,40,1,17,3,81.1,18.9
1,1,5,1,NA,1,17,2,1,0,3,0,1,4,1,38,3891,30,1,86.7,13.3
2,2,5,NA,7,2,35,8,3,1.5,9,4,2,1,NA,38,26025,26,56,30,70
1,1,2,2,1,1,31,4,3,1,2,9,7,1,3,28,27896,30,1,64.7,35.3
1,2,7,NA,5,1,37,6,NA,0,10,4,2,1,NA,40,42961,30,5,83.7,16.3
2,1,7,1,1,1,41,23,NA,0,3,2,2,1,NA,38,28463,30,2,92.5,7.5
2,1,1,1,NA,1,19,3,1,0,4,0,1,4,1,40,4285,24,3,39.6,60.4
1,2,9,NA,5,1,38,4,NA,0,13,4,2,1,NA,40,84000,30,6,55,45
1,1,2,1,3,1,36,6,6,0,3,9,7,1,5,30,11080,30,1,90,10
1,1,7,1,1,2,39,12,NA,0,11,2,2,1,NA,38.5,29353,29,6,20,80
1,1,2,1,1,1,35,10,3,2,2,2,2,1,1,35,30620,30,5,87.9,12.1
1,1,6,1,0,1,36,4,NA,0,4,2,2,1,NA,40,38582,30,1,56.3,43.7
1,1,2,2,3,1,50,6,3,0,2,2,2,1,1,37,25508,30,4,93.1,6.9
1,1,2,1,0,1,21,1,1,0,2,2,2,1,1,35,1,10,6,86.5,13.5
1,2,8,NA,NA,2,19,1,1,0,10,0,1,4,NA,39,1,20,4,54,46
1,1,2,2,2,1,41,2,3,2,2,1,2,1,2,35,32217,30,6,91.9,8.1
1,1,9,2,3,1,50,1,NA,0,2,2,2,1,NA,37.5,1,24,6,96.2,3.8
2,2,8,NA,6,2,36,11,2,0.5,10,4,2,1,NA,39,39900,30,1,28.6,71.4
2,1,3,1,0,1,39,23,4,2,3,1,7,1,1,38,33096,30,4,60.8,39.2
1,2,8,NA,NA,2,21,1,1,0,10,0,3,4,NA,38.5,1,12,6,37.4,62.6
2,1,1,1,NA,1,18,3,1,0,4,0,1,4,1,42,3282,20,3,27.9,72.1
1,1,2,2,1,1,37,5,4,2,3,2,2,1,1,35,29467,30,4,89.8,10.2
1,1,2,1,1,1,30,1,3,0,3,2,2,1,2,38.7,1,30,5,72.2,27.8
1,2,9,NA,5,1,35,17,NA,0,3,4,1,1,NA,36,47605,30,2,68.1,31.9
2,1,2,2,NA,1,21,3,1,0,2,0,1,4,1,40,5982,25,1,60,40
2,2,9,NA,4,1,60,52,NA,0,12,4,7,1,NA,40,84000,30,1,37.5,62.5
1,2,8,NA,5,1,28,3,3,4,10,4,4,1,NA,39,46491,30,4,53.2,46.8
1,2,2,NA,8,1,60,2,3,0,2,9,2,1,NA,35,12271,25,1,92.9,7.1
2,1,9,2,2,1,59,5,NA,0,2,2,2,1,NA,35,13793,24,3,77.8,22.2
1,2,9,NA,5,2,58,36,NA,0,9,4,2,1,NA,37.5,34976,30,1,11.1,88.9
1,1,2,1,0,1,29,4,3,1,3,2,2,1,1,37,25002,30,2,81.6,18.4
1,1,7,1,1,1,39,19,NA,0,11,2,2,1,NA,39,35832,30,1,84.6,15.4
1,2,7,NA,7,2,54,12,NA,0,10,4,7,1,NA,39,26800,35,3,76.1,23.9
2,1,2,2,1,1,53,11,3,0,3,2,2,1,5,39,24849,30,2,94.1,5.9
2,1,4,2,2,1,39,2,3,1,1,1,7,2,1,40,17348,30,1,93.4,6.6
1,1,5,1,3,1,46,1,3,0,3,1,7,1,1,40,1,30,2,66.6,33.4
1,2,9,NA,5,1,40,3,NA,0,9,4,2,1,NA,40,84000,30,6,68.3,31.7
1,2,7,NA,4,1,57,7,NA,0,11,4,2,1,NA,38,84000,30,3,90,10
1,2,9,NA,8,2,21,4,NA,0,10,4,4,1,NA,39,14756,30,1,17.6,82.4
1,2,7,NA,7,2,50,6,NA,0,9,4,7,1,NA,38.5,40619,30,1,33.3,66.7
